 #energy          xx(cm^-1)       yy(cm^-1)       zz(cm^-1)       xy(cm^-1)       yz(cm^-1)       zx(cm^-1)
  0.57907000E+01  0.92528850E+06  0.92528850E+06  0.92530711E+06  0.83002208E+04  0.21960320E+05  0.27528718E+05
  0.57952000E+01  0.92902976E+06  0.92902976E+06  0.92903904E+06  0.83066710E+04  0.21977386E+05  0.27550111E+05
  0.57997000E+01  0.93309924E+06  0.93309924E+06  0.93311776E+06  0.83131211E+04  0.21994451E+05  0.27883056E+05
  0.58041000E+01  0.93745963E+06  0.93746886E+06  0.93747809E+06  0.83194280E+04  0.22011137E+05  0.27904210E+05
  0.58086000E+01  0.94211275E+06  0.94211275E+06  0.94212195E+06  0.83258781E+04  0.22028203E+05  0.27925844E+05
  0.58130000E+01  0.94696849E+06  0.94697766E+06  0.94698682E+06  0.83321850E+04  0.22044889E+05  0.27946998E+05
  0.58175000E+01  0.95204794E+06  0.95204794E+06  0.95205707E+06  0.83386351E+04  0.22061955E+05  0.27968632E+05
  0.58219000E+01  0.95725251E+06  0.95726160E+06  0.95727070E+06  0.83449420E+04  0.22078641E+05  0.27989786E+05
  0.58264000E+01  0.96259531E+06  0.96260437E+06  0.96261342E+06  0.83513921E+04  0.22095707E+05  0.28011421E+05
  0.58308000E+01  0.96800593E+06  0.96800593E+06  0.96802397E+06  0.83576990E+04  0.22112393E+05  0.28032575E+05
  0.58353000E+01  0.97348061E+06  0.97348061E+06  0.97348959E+06  0.83641491E+04  0.22129459E+05  0.28054209E+05
  0.58397000E+01  0.97894084E+06  0.97894084E+06  0.97895873E+06  0.83704560E+04  0.22146145E+05  0.28075363E+05
  0.58442000E+01  0.98441123E+06  0.98441123E+06  0.98442014E+06  0.83769061E+04  0.22163210E+05  0.28096997E+05
  0.58487000E+01  0.98983087E+06  0.98983975E+06  0.98984862E+06  0.83833563E+04  0.22180276E+05  0.28118632E+05
  0.58531000E+01  0.99518345E+06  0.99518345E+06  0.99519229E+06  0.83896631E+04  0.22196962E+05  0.28139786E+05
  0.58576000E+01  0.10004595E+07  0.10004683E+07  0.10004771E+07  0.83961133E+04  0.22214028E+05  0.28161420E+05
  0.58620000E+01  0.10056349E+07  0.10056349E+07  0.10056525E+07  0.84024201E+04  0.22230714E+05  0.28182574E+05
  0.58665000E+01  0.10107361E+07  0.10107361E+07  0.10107448E+07  0.84088703E+04  0.22641576E+05  0.28204208E+05
  0.58709000E+01  0.10157209E+07  0.10157209E+07  0.10157297E+07  0.84151771E+04  0.22658558E+05  0.28225362E+05
  0.58754000E+01  0.10206338E+07  0.10206338E+07  0.10206512E+07  0.84216273E+04  0.22675925E+05  0.28246997E+05
  0.58798000E+01  0.10254583E+07  0.10254583E+07  0.10254670E+07  0.84279341E+04  0.22692907E+05  0.28268150E+05
  0.58843000E+01  0.10302386E+07  0.10302386E+07  0.10302558E+07  0.84343843E+04  0.22710275E+05  0.28602389E+05
  0.58887000E+01  0.10349747E+07  0.10349747E+07  0.10349919E+07  0.84406911E+04  0.22727256E+05  0.28623776E+05
  0.58932000E+01  0.10397278E+07  0.10397278E+07  0.10397364E+07  0.84471413E+04  0.22744624E+05  0.28645650E+05
  0.58977000E+01  0.10445061E+07  0.10445061E+07  0.10445147E+07  0.84535915E+04  0.22761992E+05  0.28667523E+05
  0.59021000E+01  0.10493344E+07  0.10493344E+07  0.10493514E+07  0.84598983E+04  0.22778973E+05  0.28688911E+05
  0.59066000E+01  0.10542899E+07  0.10542984E+07  0.10543069E+07  0.84663485E+04  0.22796341E+05  0.28710785E+05
  0.59110000E+01  0.10593869E+07  0.10593869E+07  0.10593954E+07  0.84726553E+04  0.22813323E+05  0.28732172E+05
  0.59155000E+01  0.10646850E+07  0.10646850E+07  0.10646934E+07  0.84791055E+04  0.22830690E+05  0.28754046E+05
  0.59199000E+01  0.10702053E+07  0.10702053E+07  0.10702137E+07  0.84854123E+04  0.22847672E+05  0.28775433E+05
  0.59244000E+01  0.10760232E+07  0.10760232E+07  0.10760316E+07  0.84918625E+04  0.22865039E+05  0.28797307E+05
  0.59288000E+01  0.10821327E+07  0.10821410E+07  0.10821494E+07  0.84981693E+04  0.22882021E+05  0.28818694E+05
  0.59333000E+01  0.10886245E+07  0.10886245E+07  0.10886411E+07  0.85046195E+04  0.22899389E+05  0.28840568E+05
  0.59377000E+01  0.10954905E+07  0.10954905E+07  0.10954987E+07  0.85109263E+04  0.22916370E+05  0.28861955E+05
  0.59422000E+01  0.11027783E+07  0.11027865E+07  0.11027947E+07  0.85173765E+04  0.22933738E+05  0.28883829E+05
  0.59467000E+01  0.11105126E+07  0.11105208E+07  0.11105290E+07  0.85238267E+04  0.22951106E+05  0.28905703E+05
  0.59511000E+01  0.11186840E+07  0.11186840E+07  0.11187003E+07  0.85301335E+04  0.22968087E+05  0.29239824E+05
  0.59556000E+01  0.11273382E+07  0.11273382E+07  0.11273463E+07  0.85365837E+04  0.22985455E+05  0.29261934E+05
  0.59600000E+01  0.11364292E+07  0.11364292E+07  0.11364453E+07  0.85428905E+04  0.23002437E+05  0.29283553E+05
  0.59645000E+01  0.11460024E+07  0.11460024E+07  0.11460183E+07  0.85493407E+04  0.23019804E+05  0.29305663E+05
  0.59689000E+01  0.11559943E+07  0.11559943E+07  0.11560101E+07  0.85556475E+04  0.23430606E+05  0.29327282E+05
  0.59734000E+01  0.11664346E+07  0.11664346E+07  0.11664424E+07  0.85620977E+04  0.23448270E+05  0.29349392E+05
  0.59778000E+01  0.11772361E+07  0.11772361E+07  0.11772439E+07  0.85684045E+04  0.23465542E+05  0.29371011E+05
  0.59823000E+01  0.11884065E+07  0.11884065E+07  0.11884220E+07  0.85748547E+04  0.23483207E+05  0.29393121E+05
  0.59867000E+01  0.11998676E+07  0.11998676E+07  0.11998753E+07  0.85811615E+04  0.23500479E+05  0.29414740E+05
  0.59912000E+01  0.12115915E+07  0.12115915E+07  0.12116067E+07  0.85876117E+04  0.23518143E+05  0.29436850E+05
  0.59956000E+01  0.12234945E+07  0.12234945E+07  0.12235096E+07  0.85939185E+04  0.23535415E+05  0.29458468E+05
  0.60001000E+01  0.12355381E+07  0.12355381E+07  0.12355530E+07  0.86003687E+04  0.23553080E+05  0.29480578E+05
  0.60046000E+01  0.12476400E+07  0.12476400E+07  0.12476548E+07  0.86068188E+04  0.23570744E+05  0.29502689E+05
  0.60090000E+01  0.12597046E+07  0.12597046E+07  0.12597193E+07  0.86131257E+04  0.23588016E+05  0.29524307E+05
  0.60135000E+01  0.12717015E+07  0.12717015E+07  0.12717088E+07  0.86195758E+04  0.23605681E+05  0.29859087E+05
  0.60179000E+01  0.12834968E+07  0.12834968E+07  0.12835113E+07  0.86258827E+04  0.23622953E+05  0.29880934E+05
  0.60224000E+01  0.12950657E+07  0.12950657E+07  0.12950801E+07  0.86323328E+04  0.23640617E+05  0.29903278E+05
  0.60268000E+01  0.13062854E+07  0.13062854E+07  0.13062997E+07  0.86386397E+04  0.23657889E+05  0.29925126E+05
  0.60313000E+01  0.13171214E+07  0.13171214E+07  0.13171355E+07  0.86450898E+04  0.23675554E+05  0.29947470E+05
  0.60357000E+01  0.13274539E+07  0.13274539E+07  0.13274679E+07  0.86513967E+04  0.23692826E+05  0.29969317E+05
  0.60402000E+01  0.13372660E+07  0.13372660E+07  0.13372730E+07  0.86578468E+04  0.23710490E+05  0.29991661E+05
  0.60446000E+01  0.13464399E+07  0.13464399E+07  0.13464538E+07  0.86641537E+04  0.23727762E+05  0.30013509E+05
  0.60491000E+01  0.13549674E+07  0.13549674E+07  0.13549813E+07  0.86706038E+04  0.23745427E+05  0.30035853E+05
  0.60536000E+01  0.13627810E+07  0.13627810E+07  0.13627948E+07  0.86770540E+04  0.23763091E+05  0.30058197E+05
  0.60580000E+01  0.13698122E+07  0.13698122E+07  0.13698260E+07  0.86833608E+04  0.23780363E+05  0.30080044E+05
  0.60625000E+01  0.13760735E+07  0.13760735E+07  0.13760872E+07  0.86898110E+04  0.23798028E+05  0.30102388E+05
  0.60669000E+01  0.13814995E+07  0.13814995E+07  0.13815132E+07  0.86961178E+04  0.23815299E+05  0.30124236E+05
  0.60714000E+01  0.13861213E+07  0.13861213E+07  0.13861350E+07  0.87025680E+04  0.23832964E+05  0.30146580E+05
  0.60758000E+01  0.13898911E+07  0.13898911E+07  0.13899048E+07  0.87088748E+04  0.23850236E+05  0.30168427E+05
  0.60803000E+01  0.13928646E+07  0.13928646E+07  0.13928783E+07  0.87153250E+04  0.23867900E+05  0.30190771E+05
  0.60847000E+01  0.13950045E+07  0.13950045E+07  0.13950181E+07  0.87216318E+04  0.23885172E+05  0.30212619E+05
  0.60892000E+01  0.13963977E+07  0.13963977E+07  0.13964113E+07  0.87280820E+04  0.23902837E+05  0.30234963E+05
  0.60936000E+01  0.13970245E+07  0.13970245E+07  0.13970381E+07  0.87343888E+04  0.23920109E+05  0.30256810E+05
  0.60981000E+01  0.13969764E+07  0.13969764E+07  0.13969901E+07  0.87408390E+04  0.23937773E+05  0.30279155E+05
  0.61026000E+01  0.13962959E+07  0.13962959E+07  0.13963096E+07  0.87472892E+04  0.23955438E+05  0.30301499E+05
  0.61070000E+01  0.13950112E+07  0.13950112E+07  0.13950250E+07  0.87535960E+04  0.23972710E+05  0.30323346E+05
  0.61115000E+01  0.13932330E+07  0.13932330E+07  0.13932467E+07  0.87600462E+04  0.23990374E+05  0.30345690E+05
  0.61159000E+01  0.13909871E+07  0.13909871E+07  0.13910009E+07  0.87663530E+04  0.24007646E+05  0.30049544E+05
  0.61204000E+01  0.13883983E+07  0.13883983E+07  0.13884122E+07  0.87728032E+04  0.24025311E+05  0.30071654E+05
  0.61248000E+01  0.13854940E+07  0.13854871E+07  0.13855010E+07  0.87791100E+04  0.24042583E+05  0.30093273E+05
  0.61293000E+01  0.13823933E+07  0.13823933E+07  0.13824073E+07  0.87855602E+04  0.24060247E+05  0.30115383E+05
  0.61337000E+01  0.13791396E+07  0.13791396E+07  0.13791536E+07  0.87918670E+04  0.24077519E+05  0.30137002E+05
  0.61382000E+01  0.13758399E+07  0.13758399E+07  0.13758540E+07  0.87983172E+04  0.24095184E+05  0.30159112E+05
  0.61426000E+01  0.13725333E+07  0.13725333E+07  0.13725474E+07  0.88046240E+04  0.24112456E+05  0.30180731E+05
  0.61471000E+01  0.13693285E+07  0.13693285E+07  0.13693427E+07  0.88110742E+04  0.24130120E+05  0.30202841E+05
  0.61516000E+01  0.13662753E+07  0.13662753E+07  0.13662896E+07  0.88175243E+04  0.24147785E+05  0.30224951E+05
  0.61560000E+01  0.13633961E+07  0.13633961E+07  0.13634104E+07  0.88238312E+04  0.24165057E+05  0.30246569E+05
  0.61605000E+01  0.13608019E+07  0.13608019E+07  0.13608163E+07  0.88302813E+04  0.24182721E+05  0.30268679E+05
  0.61649000E+01  0.13584943E+07  0.13584943E+07  0.13585087E+07  0.88365882E+04  0.24199993E+05  0.30610839E+05
  0.61694000E+01  0.13565420E+07  0.13565420E+07  0.13565564E+07  0.88430383E+04  0.24617977E+05  0.30633183E+05
  0.61738000E+01  0.13549399E+07  0.13549399E+07  0.13549544E+07  0.88493452E+04  0.24635534E+05  0.30655031E+05
  0.61783000E+01  0.13537568E+07  0.13537568E+07  0.13537713E+07  0.88557953E+04  0.24653491E+05  0.30677375E+05
  0.61827000E+01  0.13529589E+07  0.13529589E+07  0.13529734E+07  0.88621022E+04  0.24671048E+05  0.30699222E+05
  0.61872000E+01  0.13525996E+07  0.13525996E+07  0.13526141E+07  0.88685523E+04  0.24689005E+05  0.30721567E+05
  0.61916000E+01  0.13526374E+07  0.13526374E+07  0.13526520E+07  0.88748592E+04  0.24706562E+05  0.30743414E+05
  0.61961000E+01  0.13530960E+07  0.13530960E+07  0.13531105E+07  0.88813093E+04  0.24724519E+05  0.30765758E+05
  0.62006000E+01  0.13539474E+07  0.13539474E+07  0.13539620E+07  0.88877595E+04  0.24742475E+05  0.30788102E+05
  0.62050000E+01  0.13551417E+07  0.13551417E+07  0.13551563E+07  0.88940664E+04  0.24760033E+05  0.30809950E+05
  0.62095000E+01  0.13567012E+07  0.13567012E+07  0.13567158E+07  0.89005165E+04  0.24777989E+05  0.30832294E+05
  0.62139000E+01  0.13585534E+07  0.13585534E+07  0.13585680E+07  0.89068234E+04  0.24795547E+05  0.30854141E+05
  0.62184000E+01  0.13606908E+07  0.13606908E+07  0.13607054E+07  0.89132735E+04  0.24813503E+05  0.30876485E+05
  0.62228000E+01  0.13630479E+07  0.13630479E+07  0.13630625E+07  0.89195804E+04  0.24831061E+05  0.30898333E+05
  0.62273000E+01  0.13656170E+07  0.13656170E+07  0.13656316E+07  0.89260305E+04  0.24849017E+05  0.30920677E+05
  0.62317000E+01  0.13683105E+07  0.13683105E+07  0.13683250E+07  0.89323374E+04  0.24866575E+05  0.30942524E+05
  0.62362000E+01  0.13711427E+07  0.13711427E+07  0.13711573E+07  0.89387875E+04  0.24884531E+05  0.30964868E+05
  0.62406000E+01  0.13740113E+07  0.13740113E+07  0.13740259E+07  0.89450944E+04  0.24902089E+05  0.31307830E+05
  0.62451000E+01  0.13769312E+07  0.13769312E+07  0.13769457E+07  0.89515445E+04  0.24920045E+05  0.31330406E+05
  0.62496000E+01  0.13798438E+07  0.13798365E+07  0.13798583E+07  0.89579947E+04  0.24938002E+05  0.31352981E+05
  0.62540000E+01  0.13826836E+07  0.13826763E+07  0.13826981E+07  0.89643015E+04  0.24955559E+05  0.31375055E+05
  0.62585000E+01  0.13854657E+07  0.13854657E+07  0.13854803E+07  0.89707517E+04  0.24973516E+05  0.31397631E+05
  0.62629000E+01  0.13881171E+07  0.13881171E+07  0.13881316E+07  0.89770585E+04  0.24991073E+05  0.31419705E+05
  0.62674000E+01  0.13906677E+07  0.13906677E+07  0.13906823E+07  0.89835087E+04  0.25009030E+05  0.31442280E+05
  0.62718000E+01  0.13930516E+07  0.13930516E+07  0.13930661E+07  0.89898155E+04  0.25026587E+05  0.31464354E+05
  0.62763000E+01  0.13952915E+07  0.13952915E+07  0.13953060E+07  0.89962657E+04  0.25044544E+05  0.31486930E+05
  0.62807000E+01  0.13973504E+07  0.13973431E+07  0.13973649E+07  0.90025725E+04  0.25062101E+05  0.31509004E+05
  0.62852000E+01  0.13992509E+07  0.13992509E+07  0.13992654E+07  0.90090227E+04  0.25080058E+05  0.31531579E+05
  0.62896000E+01  0.14009631E+07  0.14009631E+07  0.14009776E+07  0.90153295E+04  0.25097615E+05  0.31553653E+05
  0.62941000E+01  0.14025313E+07  0.14025313E+07  0.14025458E+07  0.90217797E+04  0.25115572E+05  0.31576229E+05
  0.62985000E+01  0.14039255E+07  0.14039183E+07  0.14039400E+07  0.90280865E+04  0.25133129E+05  0.31919106E+05
  0.63030000E+01  0.14051972E+07  0.14051972E+07  0.14052118E+07  0.90345367E+04  0.25151086E+05  0.31941911E+05
  0.63075000E+01  0.14063530E+07  0.14063458E+07  0.14063676E+07  0.10108131E+05  0.25169042E+05  0.31964716E+05
  0.63119000E+01  0.14073777E+07  0.14073777E+07  0.14073923E+07  0.10115182E+05  0.25186600E+05  0.31987014E+05
  0.63164000E+01  0.14083593E+07  0.14083520E+07  0.14083738E+07  0.10122393E+05  0.25204556E+05  0.32009818E+05
  0.63208000E+01  0.14092602E+07  0.14092602E+07  0.14092821E+07  0.10129445E+05  0.25222114E+05  0.32032116E+05
  0.63253000E+01  0.14101761E+07  0.14101688E+07  0.14101907E+07  0.10136656E+05  0.25240070E+05  0.32054921E+05
  0.63297000E+01  0.14110695E+07  0.14110695E+07  0.14110914E+07  0.10143707E+05  0.25257628E+05  0.32077219E+05
  0.63342000E+01  0.14120362E+07  0.14120362E+07  0.14120508E+07  0.10150919E+05  0.25275584E+05  0.32100024E+05
  0.63386000E+01  0.14130609E+07  0.14130536E+07  0.14130755E+07  0.10157970E+05  0.25293142E+05  0.32122322E+05
  0.63431000E+01  0.14142102E+07  0.14142029E+07  0.14142248E+07  0.10165182E+05  0.25311098E+05  0.32145127E+05
  0.63475000E+01  0.14154837E+07  0.14154764E+07  0.14154983E+07  0.10172233E+05  0.25328656E+05  0.32487507E+05
  0.63520000E+01  0.14169479E+07  0.14169406E+07  0.14169626E+07  0.10179444E+05  0.25346612E+05  0.32510538E+05
  0.63565000E+01  0.14186176E+07  0.14186102E+07  0.14186322E+07  0.10186656E+05  0.25364569E+05  0.32533570E+05
  0.63609000E+01  0.14204923E+07  0.14204850E+07  0.14205069E+07  0.10193707E+05  0.25382126E+05  0.32556090E+05
  0.63654000E+01  0.14226460E+07  0.14226387E+07  0.14226607E+07  0.10200919E+05  0.25400083E+05  0.32579122E+05
  0.63698000E+01  0.14250487E+07  0.14250414E+07  0.14250706E+07  0.10207970E+05  0.25417640E+05  0.32601642E+05
  0.63743000E+01  0.14277740E+07  0.14277667E+07  0.14277886E+07  0.10215181E+05  0.25435597E+05  0.32624673E+05
  0.63787000E+01  0.14307840E+07  0.14307767E+07  0.14307986E+07  0.10222233E+05  0.25453154E+05  0.32647193E+05
  0.63832000E+01  0.14341301E+07  0.14341228E+07  0.14341520E+07  0.10229444E+05  0.25471111E+05  0.32670225E+05
  0.63876000E+01  0.14377813E+07  0.14377667E+07  0.14377959E+07  0.10236495E+05  0.25488668E+05  0.32692745E+05
  0.63921000E+01  0.14417667E+07  0.14417595E+07  0.14417813E+07  0.10243707E+05  0.25506625E+05  0.33034962E+05
  0.63965000E+01  0.14460474E+07  0.14460329E+07  0.14460619E+07  0.10250758E+05  0.25524182E+05  0.33057702E+05
  0.64010000E+01  0.14506452E+07  0.14506307E+07  0.14506597E+07  0.10257970E+05  0.25542139E+05  0.33080958E+05
  0.64055000E+01  0.14555216E+07  0.14555144E+07  0.14555433E+07  0.10265181E+05  0.25560095E+05  0.33104215E+05
  0.64099000E+01  0.14606378E+07  0.14606233E+07  0.14606522E+07  0.10272232E+05  0.25577653E+05  0.33126954E+05
  0.64144000E+01  0.14660087E+07  0.14659943E+07  0.14660232E+07  0.10279444E+05  0.25595609E+05  0.33150211E+05
  0.64188000E+01  0.14715442E+07  0.14715298E+07  0.14715586E+07  0.10286495E+05  0.25613167E+05  0.33172950E+05
  0.64233000E+01  0.14772599E+07  0.14772455E+07  0.14772814E+07  0.10293707E+05  0.25631123E+05  0.33196207E+05
  0.64277000E+01  0.14830731E+07  0.14830516E+07  0.14830874E+07  0.10300758E+05  0.25648681E+05  0.33218946E+05
  0.64322000E+01  0.14889718E+07  0.14889504E+07  0.14889861E+07  0.10307970E+05  0.25666637E+05  0.33560317E+05
  0.64366000E+01  0.14948668E+07  0.14948526E+07  0.14948811E+07  0.10315021E+05  0.25684195E+05  0.33583274E+05
  0.64411000E+01  0.15007546E+07  0.15007404E+07  0.15007759E+07  0.10322232E+05  0.25702151E+05  0.33606753E+05
  0.64455000E+01  0.15065394E+07  0.15065181E+07  0.15065535E+07  0.10329284E+05  0.25719709E+05  0.33629711E+05
  0.64500000E+01  0.15122119E+07  0.15121907E+07  0.15122331E+07  0.10336495E+05  0.25737665E+05  0.33653190E+05
  0.64545000E+01  0.15177006E+07  0.15176794E+07  0.15177147E+07  0.10343707E+05  0.25755622E+05  0.33676669E+05
  0.64589000E+01  0.15229268E+07  0.15229057E+07  0.15229479E+07  0.92579992E+04  0.25773179E+05  0.33699626E+05
  0.64634000E+01  0.15278970E+07  0.15278760E+07  0.15279111E+07  0.92644494E+04  0.25791136E+05  0.34039761E+05
  0.64678000E+01  0.15325096E+07  0.15324885E+07  0.15325306E+07  0.92707562E+04  0.25808693E+05  0.34062933E+05
  0.64723000E+01  0.15367784E+07  0.15367574E+07  0.15367994E+07  0.92772064E+04  0.25826650E+05  0.34086633E+05
  0.64767000E+01  0.15406087E+07  0.15405878E+07  0.15406297E+07  0.92835132E+04  0.25844207E+05  0.34109806E+05
  0.64812000E+01  0.15440215E+07  0.15440006E+07  0.15440425E+07  0.92899634E+04  0.25862164E+05  0.34133505E+05
  0.64856000E+01  0.15469424E+07  0.15469144E+07  0.15469563E+07  0.92962702E+04  0.25879721E+05  0.34156678E+05
  0.64901000E+01  0.15493778E+07  0.15493568E+07  0.15493987E+07  0.93027204E+04  0.25897678E+05  0.34180377E+05
  0.64945000E+01  0.15512803E+07  0.15512594E+07  0.15513013E+07  0.93090272E+04  0.25915235E+05  0.34203550E+05
  0.64990000E+01  0.15526766E+07  0.15526556E+07  0.15526976E+07  0.93154774E+04  0.25933192E+05  0.34542715E+05
  0.65035000E+01  0.15535350E+07  0.15535140E+07  0.15535559E+07  0.93219276E+04  0.25951148E+05  0.34566633E+05
  0.65079000E+01  0.15538302E+07  0.15538092E+07  0.15538512E+07  0.93282344E+04  0.25968706E+05  0.34590019E+05
  0.65124000E+01  0.15536082E+07  0.15535871E+07  0.15536222E+07  0.93346846E+04  0.25986662E+05  0.34613937E+05
  0.65168000E+01  0.15528257E+07  0.15528046E+07  0.15528468E+07  0.93409914E+04  0.26004219E+05  0.34637323E+05
  0.65213000E+01  0.15515416E+07  0.15515204E+07  0.15515627E+07  0.93474416E+04  0.26022176E+05  0.34661241E+05
  0.65257000E+01  0.15497259E+07  0.15497047E+07  0.15497470E+07  0.93537484E+04  0.26039733E+05  0.34684627E+05
  0.65302000E+01  0.15474435E+07  0.15474223E+07  0.15474577E+07  0.93601986E+04  0.26474640E+05  0.35022656E+05
  0.65346000E+01  0.15446572E+07  0.15446359E+07  0.15446785E+07  0.93665054E+04  0.26492478E+05  0.35046254E+05
  0.65391000E+01  0.15414380E+07  0.15414167E+07  0.15414594E+07  0.93729556E+04  0.26510722E+05  0.35070388E+05
  0.65435000E+01  0.15377629E+07  0.15377414E+07  0.15377843E+07  0.93792624E+04  0.26528560E+05  0.35093986E+05
  0.65480000E+01  0.15337027E+07  0.15336811E+07  0.15337242E+07  0.93857126E+04  0.26546804E+05  0.35118121E+05
  0.65525000E+01  0.15292506E+07  0.15292290E+07  0.15292722E+07  0.93921627E+04  0.26565048E+05  0.35142255E+05
  0.65569000E+01  0.15244074E+07  0.15243857E+07  0.15244292E+07  0.93984696E+04  0.26582886E+05  0.35165853E+05
  0.65614000E+01  0.15192366E+07  0.15192221E+07  0.15192585E+07  0.94049197E+04  0.27013575E+05  0.35502793E+05
  0.65658000E+01  0.15137161E+07  0.15137015E+07  0.15137381E+07  0.94112266E+04  0.27031690E+05  0.35526601E+05
  0.65703000E+01  0.15079168E+07  0.15078947E+07  0.15079315E+07  0.94176767E+04  0.27050217E+05  0.35550950E+05
  0.65747000E+01  0.15017880E+07  0.15017732E+07  0.15018102E+07  0.94239836E+04  0.27068332E+05  0.35574758E+05
  0.65792000E+01  0.14954078E+07  0.14953930E+07  0.14954301E+07  0.94304337E+04  0.27086859E+05  0.35599107E+05
  0.65836000E+01  0.14887412E+07  0.14887262E+07  0.14887636E+07  0.94367406E+04  0.27104974E+05  0.35622914E+05
  0.65881000E+01  0.14818364E+07  0.14818214E+07  0.14818590E+07  0.94431907E+04  0.27531395E+05  0.35647263E+05
  0.65925000E+01  0.14746591E+07  0.14746440E+07  0.14746818E+07  0.94494976E+04  0.27549783E+05  0.35671071E+05
  0.65970000E+01  0.14672648E+07  0.14672496E+07  0.14672877E+07  0.94559477E+04  0.27568588E+05  0.36007176E+05
