 #energy          xx(cm^-1)       yy(cm^-1)       zz(cm^-1)       xy(cm^-1)       yz(cm^-1)       zx(cm^-1)
  0.17986900E+02  0.19845364E+06  0.19845364E+06  0.19845364E+06  0.12890949E+05  0.12890949E+05  0.18230555E+05
  0.17991400E+02  0.19766395E+06  0.19766395E+06  0.19724294E+06  0.12894174E+05  0.12894174E+05  0.18235116E+05
  0.17995900E+02  0.19644734E+06  0.19644734E+06  0.19644734E+06  0.12897400E+05  0.12897400E+05  0.18239677E+05
  0.18000300E+02  0.19564657E+06  0.19522079E+06  0.19522079E+06  0.12900553E+05  0.12900553E+05  0.18244137E+05
  0.18004800E+02  0.19441502E+06  0.19441502E+06  0.19441502E+06  0.12903778E+05  0.12903778E+05  0.18248698E+05
  0.18009200E+02  0.19317326E+06  0.19317326E+06  0.19317326E+06  0.12906931E+05  0.12906931E+05  0.18253158E+05
  0.18013700E+02  0.19235700E+06  0.19235700E+06  0.19235700E+06  0.12910157E+05  0.12910157E+05  0.18257719E+05
  0.18018100E+02  0.19109954E+06  0.19109954E+06  0.19109954E+06  0.12913310E+05  0.12913310E+05  0.18262178E+05
  0.18022600E+02  0.19027244E+06  0.18983352E+06  0.18983352E+06  0.12916535E+05  0.12916535E+05  0.18266739E+05
  0.18027000E+02  0.18899875E+06  0.18899875E+06  0.18899875E+06  0.12919688E+05  0.12919688E+05  0.18271199E+05
  0.18031500E+02  0.18771616E+06  0.18771616E+06  0.18771616E+06  0.12922914E+05  0.12922914E+05  0.18275760E+05
  0.18035900E+02  0.18686998E+06  0.18686998E+06  0.18686998E+06  0.12926067E+05  0.12926067E+05  0.18280219E+05
  0.18040400E+02  0.18602012E+06  0.18602012E+06  0.18557025E+06  0.12929292E+05  0.12929292E+05  0.18284780E+05
  0.18044900E+02  0.18471329E+06  0.18471329E+06  0.18471329E+06  0.12932517E+05  0.12932517E+05  0.18289341E+05
  0.18049300E+02  0.18385042E+06  0.18385042E+06  0.18385042E+06  0.12935671E+05  0.12935671E+05  0.18293801E+05
  0.18053800E+02  0.18298362E+06  0.18252558E+06  0.18252558E+06  0.12938896E+05  0.12938896E+05  0.18298362E+05
  0.18058200E+02  0.18165031E+06  0.18165031E+06  0.18165031E+06  0.12942049E+05  0.12942049E+05  0.18302821E+05
  0.18062700E+02  0.18077092E+06  0.18077092E+06  0.18077092E+06  0.12945274E+05  0.12945274E+05  0.18307382E+05
  0.18067100E+02  0.17988530E+06  0.17988530E+06  0.17988530E+06  0.12948428E+05  0.12948428E+05  0.18311842E+05
  0.18071600E+02  0.17899540E+06  0.17899540E+06  0.17852621E+06  0.12951653E+05  0.12951653E+05  0.18316403E+05
  0.18076000E+02  0.17762735E+06  0.17762735E+06  0.17762735E+06  0.12954806E+05  0.12954806E+05  0.18320862E+05
  0.18080500E+02  0.17672398E+06  0.17672398E+06  0.17672398E+06  0.12958031E+05  0.12958031E+05  0.18325423E+05
  0.18084900E+02  0.17581406E+06  0.17581406E+06  0.17581406E+06  0.12961185E+05  0.12961185E+05  0.18329883E+05
  0.18089400E+02  0.17489945E+06  0.17489945E+06  0.17441829E+06  0.12964410E+05  0.12964410E+05  0.18334444E+05
  0.18093900E+02  0.17349513E+06  0.17349513E+06  0.17349513E+06  0.00000000E+00  0.12967635E+05  0.18339005E+05
  0.18098300E+02  0.17256511E+06  0.17256511E+06  0.17256511E+06  0.00000000E+00  0.12970788E+05  0.18343465E+05
  0.18102800E+02  0.17163006E+06  0.17163006E+06  0.17163006E+06  0.00000000E+00  0.12974013E+05  0.18348025E+05
  0.18107200E+02  0.17019395E+06  0.17019395E+06  0.17019395E+06  0.00000000E+00  0.12977167E+05  0.18352485E+05
  0.18111700E+02  0.16924360E+06  0.16924360E+06  0.16924360E+06  0.00000000E+00  0.12980392E+05  0.18357046E+05
  0.18116100E+02  0.16828598E+06  0.16828598E+06  0.16828598E+06  0.00000000E+00  0.12983545E+05  0.18361506E+05
  0.18120600E+02  0.16681808E+06  0.16681808E+06  0.16681808E+06  0.00000000E+00  0.12986770E+05  0.18366067E+05
  0.18125000E+02  0.16584424E+06  0.16584424E+06  0.16584424E+06  0.00000000E+00  0.12989924E+05  0.18370526E+05
  0.18129500E+02  0.16486458E+06  0.16486458E+06  0.16486458E+06  0.00000000E+00  0.12993149E+05  0.18375087E+05
  0.18133900E+02  0.16387713E+06  0.16387713E+06  0.16336099E+06  0.00000000E+00  0.12996302E+05  0.18379547E+05
  0.18138400E+02  0.16236404E+06  0.16236404E+06  0.16236404E+06  0.00000000E+00  0.12999527E+05  0.18384108E+05
  0.18142900E+02  0.16135991E+06  0.16135991E+06  0.16135991E+06  0.00000000E+00  0.13002752E+05  0.18388669E+05
  0.18147300E+02  0.16034757E+06  0.16034757E+06  0.16034757E+06  0.00000000E+00  0.13005906E+05  0.18393128E+05
  0.18151800E+02  0.15932866E+06  0.15932866E+06  0.15932866E+06  0.00000000E+00  0.13009131E+05  0.18397689E+05
  0.18156200E+02  0.15830127E+06  0.15830127E+06  0.15830127E+06  0.00000000E+00  0.13012284E+05  0.18402149E+05
  0.18160700E+02  0.15726700E+06  0.15726700E+06  0.15726700E+06  0.00000000E+00  0.13015509E+05  0.18406710E+05
  0.18165100E+02  0.15622395E+06  0.15622395E+06  0.15622395E+06  0.00000000E+00  0.13018663E+05  0.18411169E+05
  0.18169600E+02  0.15571913E+06  0.15571913E+06  0.15517370E+06  0.00000000E+00  0.13021888E+05  0.18415730E+05
  0.18174000E+02  0.15466380E+06  0.15466380E+06  0.15466380E+06  0.00000000E+00  0.13025041E+05  0.18420190E+05
  0.18178500E+02  0.15415253E+06  0.15360099E+06  0.15360099E+06  0.00000000E+00  0.13028266E+05  0.18424751E+05
  0.18182900E+02  0.15308452E+06  0.15308452E+06  0.15308452E+06  0.00000000E+00  0.13031420E+05  0.18429211E+05
  0.18187400E+02  0.15256661E+06  0.15256661E+06  0.15256661E+06  0.00000000E+00  0.13034645E+05  0.18433772E+05
  0.18191900E+02  0.15204638E+06  0.15204638E+06  0.15204638E+06  0.00000000E+00  0.13037870E+05  0.18438332E+05
  0.18196300E+02  0.15152300E+06  0.15152300E+06  0.15152300E+06  0.00000000E+00  0.13041023E+05  0.18442792E+05
  0.18200800E+02  0.15099809E+06  0.15099809E+06  0.15099809E+06  0.00000000E+00  0.13044248E+05  0.18447353E+05
  0.18205200E+02  0.15046998E+06  0.15046998E+06  0.15046998E+06  0.00000000E+00  0.13047402E+05  0.18451813E+05
  0.18209700E+02  0.14994029E+06  0.14994029E+06  0.14994029E+06  0.00000000E+00  0.13050627E+05  0.18456374E+05
  0.18214100E+02  0.14997652E+06  0.14997652E+06  0.14997652E+06  0.00000000E+00  0.13053780E+05  0.18460833E+05
  0.18218600E+02  0.14944426E+06  0.14944426E+06  0.14944426E+06  0.00000000E+00  0.13057005E+05  0.18465394E+05
  0.18223000E+02  0.14890872E+06  0.14890872E+06  0.14890872E+06  0.00000000E+00  0.13060159E+05  0.18469854E+05
  0.18227500E+02  0.14894549E+06  0.14894549E+06  0.14894549E+06  0.00000000E+00  0.13063384E+05  0.18474415E+05
  0.18231900E+02  0.14898145E+06  0.14898145E+06  0.14840734E+06  0.00000000E+00  0.13066537E+05  0.18478874E+05
  0.18236400E+02  0.14844397E+06  0.14844397E+06  0.14844397E+06  0.00000000E+00  0.13069762E+05  0.18483435E+05
  0.18240800E+02  0.14847978E+06  0.14847978E+06  0.14847978E+06  0.00000000E+00  0.13072916E+05  0.18487895E+05
  0.18245300E+02  0.14793965E+06  0.14793965E+06  0.14793965E+06  0.00000000E+00  0.13076141E+05  0.18492456E+05
  0.18249800E+02  0.14797613E+06  0.14797613E+06  0.14797613E+06  0.00000000E+00  0.13079366E+05  0.18497017E+05
  0.18254200E+02  0.14743251E+06  0.14743251E+06  0.14743251E+06  0.00000000E+00  0.13082519E+05  0.18501476E+05
  0.18258700E+02  0.14746885E+06  0.14746885E+06  0.14688712E+06  0.00000000E+00  0.13085745E+05  0.18506037E+05
  0.18263100E+02  0.14692251E+06  0.14692251E+06  0.14692251E+06  0.00000000E+00  0.13088898E+05  0.18510497E+05
  0.18267600E+02  0.14637439E+06  0.14637439E+06  0.14637439E+06  0.00000000E+00  0.13092123E+05  0.18515058E+05
  0.18272000E+02  0.14582283E+06  0.14582283E+06  0.14582283E+06  0.00000000E+00  0.13095276E+05  0.18519518E+05
  0.18276500E+02  0.14526941E+06  0.14526941E+06  0.14526941E+06  0.00000000E+00  0.13098502E+05  0.18524078E+05
  0.18280900E+02  0.14471251E+06  0.14471251E+06  0.14471251E+06  0.00000000E+00  0.13101655E+05  0.18528538E+05
  0.18285400E+02  0.14415368E+06  0.14415368E+06  0.14415368E+06  0.00000000E+00  0.13104880E+05  0.18533099E+05
  0.18289800E+02  0.14359131E+06  0.14359131E+06  0.14359131E+06  0.00000000E+00  0.13108033E+05  0.18537559E+05
  0.18294300E+02  0.14242472E+06  0.14242472E+06  0.14242472E+06  0.00000000E+00  0.13111259E+05  0.18542120E+05
  0.18298800E+02  0.14185483E+06  0.14185483E+06  0.14185483E+06  0.00000000E+00  0.13114484E+05  0.18546681E+05
  0.18303200E+02  0.14067099E+06  0.14067099E+06  0.14067099E+06  0.00000000E+00  0.13117637E+05  0.18551140E+05
  0.18307700E+02  0.13947668E+06  0.13947668E+06  0.13947668E+06  0.00000000E+00  0.13120862E+05  0.18555701E+05
  0.18312100E+02  0.13889152E+06  0.13889152E+06  0.13889152E+06  0.00000000E+00  0.13124016E+05  0.18560161E+05
  0.18316600E+02  0.13767966E+06  0.13767966E+06  0.13767966E+06  0.00000000E+00  0.13127241E+05  0.18564722E+05
  0.18321000E+02  0.13645506E+06  0.13645506E+06  0.13645506E+06  0.00000000E+00  0.13130394E+05  0.18569181E+05
  0.18325500E+02  0.13521888E+06  0.13521888E+06  0.13521888E+06  0.00000000E+00  0.13133619E+05  0.18573742E+05
  0.18329900E+02  0.13396932E+06  0.13396932E+06  0.13396932E+06  0.00000000E+00  0.13136773E+05  0.18578202E+05
  0.18334400E+02  0.13205534E+06  0.13205534E+06  0.13205534E+06  0.00000000E+00  0.13139998E+05  0.18582763E+05
  0.18338800E+02  0.13077270E+06  0.13077270E+06  0.13077270E+06  0.00000000E+00  0.13143151E+05  0.18587222E+05
  0.18343300E+02  0.12947679E+06  0.12947679E+06  0.12947679E+06  0.00000000E+00  0.13146376E+05  0.18591783E+05
  0.18347800E+02  0.12816646E+06  0.12816646E+06  0.12816646E+06  0.00000000E+00  0.13149601E+05  0.18596344E+05
  0.18352200E+02  0.12684057E+06  0.12684057E+06  0.12615679E+06  0.00000000E+00  0.13152755E+05  0.18600804E+05
  0.18356700E+02  0.12480858E+06  0.12480858E+06  0.12480858E+06  0.00000000E+00  0.13155980E+05  0.18605365E+05
  0.18361100E+02  0.12344361E+06  0.12344361E+06  0.12344361E+06  0.00000000E+00  0.13159133E+05  0.18609824E+05
  0.18365600E+02  0.12206269E+06  0.12206269E+06  0.12206269E+06  0.00000000E+00  0.13162358E+05  0.18614385E+05
  0.18370000E+02  0.12066391E+06  0.12066391E+06  0.12066391E+06  0.00000000E+00  0.13165512E+05  0.18618845E+05
  0.18374500E+02  0.11924798E+06  0.11924798E+06  0.11924798E+06  0.00000000E+00  0.13168737E+05  0.18623406E+05
  0.18378900E+02  0.11781297E+06  0.11781297E+06  0.11781297E+06  0.00000000E+00  0.13171890E+05  0.18627866E+05
  0.18383400E+02  0.11635947E+06  0.11635947E+06  0.11635947E+06  0.00000000E+00  0.13175115E+05  0.18632427E+05
  0.18387800E+02  0.11488548E+06  0.11488548E+06  0.11488548E+06  0.00000000E+00  0.13178269E+05  0.18636886E+05
  0.18392300E+02  0.11339150E+06  0.11339150E+06  0.11339150E+06  0.00000000E+00  0.13181494E+05  0.18641447E+05
  0.18396800E+02  0.11187605E+06  0.11187605E+06  0.11187605E+06  0.00000000E+00  0.13184719E+05  0.18646008E+05
  0.18401200E+02  0.11033765E+06  0.11033765E+06  0.11033765E+06  0.00000000E+00  0.13187872E+05  0.18650468E+05
  0.18405700E+02  0.10957348E+06  0.10957348E+06  0.10877657E+06  0.00000000E+00  0.13191097E+05  0.18655029E+05
  0.18410100E+02  0.10799960E+06  0.10799960E+06  0.10799960E+06  0.00000000E+00  0.13194251E+05  0.18659488E+05
  0.18414600E+02  0.10640145E+06  0.10640145E+06  0.10640145E+06  0.00000000E+00  0.13197476E+05  0.18664049E+05
  0.18419000E+02  0.10560503E+06  0.10560503E+06  0.10560503E+06  0.00000000E+00  0.13200629E+05  0.18668509E+05
  0.18423500E+02  0.10396725E+06  0.10396725E+06  0.10396725E+06  0.00000000E+00  0.13203854E+05  0.18673070E+05
  0.18427900E+02  0.10315003E+06  0.10315003E+06  0.10315003E+06  0.00000000E+00  0.13207008E+05  0.18677529E+05
  0.18432400E+02  0.10232602E+06  0.10232602E+06  0.10232602E+06  0.00000000E+00  0.13210233E+05  0.18682090E+05
  0.18436800E+02  0.10063015E+06  0.10063015E+06  0.10063015E+06  0.00000000E+00  0.13213386E+05  0.18686550E+05
  0.18441300E+02  0.99783227E+05  0.99783227E+05  0.99783227E+05  0.00000000E+00  0.13216611E+05  0.18691111E+05
  0.18445800E+02  0.98928197E+05  0.98928197E+05  0.98928197E+05  0.00000000E+00  0.13219836E+05  0.18695672E+05
  0.18450200E+02  0.98064317E+05  0.98064317E+05  0.98064317E+05  0.00000000E+00  0.13222990E+05  0.18700131E+05
  0.18454700E+02  0.97192433E+05  0.97192433E+05  0.97192433E+05  0.00000000E+00  0.13226215E+05  0.18704692E+05
  0.18459100E+02  0.96311255E+05  0.96311255E+05  0.96311255E+05  0.00000000E+00  0.13229368E+05  0.18709152E+05
  0.18463600E+02  0.95421588E+05  0.95421588E+05  0.95421588E+05  0.00000000E+00  0.13232593E+05  0.18713713E+05
  0.18468000E+02  0.94522138E+05  0.94522138E+05  0.94522138E+05  0.00000000E+00  0.13235747E+05  0.18718173E+05
  0.18472500E+02  0.93613668E+05  0.93613668E+05  0.93613668E+05  0.00000000E+00  0.13238972E+05  0.18722734E+05
  0.18476900E+02  0.92694877E+05  0.92694877E+05  0.92694877E+05  0.00000000E+00  0.13242125E+05  0.18727193E+05
  0.18481400E+02  0.91766479E+05  0.91766479E+05  0.91766479E+05  0.00000000E+00  0.13245350E+05  0.18731754E+05
  0.18485800E+02  0.90827166E+05  0.90827166E+05  0.90827166E+05  0.00000000E+00  0.13248504E+05  0.18736214E+05
  0.18490300E+02  0.89877598E+05  0.89877598E+05  0.89877598E+05  0.00000000E+00  0.13251729E+05  0.18740775E+05
  0.18494800E+02  0.89899472E+05  0.89899472E+05  0.88916934E+05  0.00000000E+00  0.13254954E+05  0.18745336E+05
  0.18499200E+02  0.88938088E+05  0.88938088E+05  0.88938088E+05  0.00000000E+00  0.13258107E+05  0.18749795E+05
  0.18503700E+02  0.87965728E+05  0.87965728E+05  0.87965728E+05  0.00000000E+00  0.13261332E+05  0.18754356E+05
  0.18508100E+02  0.86981051E+05  0.86981051E+05  0.86981051E+05  0.00000000E+00  0.13264486E+05  0.18758816E+05
  0.18512600E+02  0.87002199E+05  0.87002199E+05  0.87002199E+05  0.00000000E+00  0.13267711E+05  0.18763377E+05
  0.18517000E+02  0.86005031E+05  0.86005031E+05  0.86005031E+05  0.00000000E+00  0.13270864E+05  0.18767836E+05
  0.18521500E+02  0.84995644E+05  0.84995644E+05  0.84995644E+05  0.00000000E+00  0.13274089E+05  0.18772397E+05
  0.18525900E+02  0.85015836E+05  0.85015836E+05  0.85015836E+05  0.00000000E+00  0.13277243E+05  0.18776857E+05
  0.18530400E+02  0.83993054E+05  0.83993054E+05  0.83993054E+05  0.00000000E+00  0.13280468E+05  0.18781418E+05
  0.18534800E+02  0.84012998E+05  0.84012998E+05  0.84012998E+05  0.00000000E+00  0.13283621E+05  0.18785877E+05
  0.18539300E+02  0.82976329E+05  0.82976329E+05  0.82976329E+05  0.00000000E+00  0.13286846E+05  0.18790438E+05
  0.18543700E+02  0.82996022E+05  0.82996022E+05  0.82996022E+05  0.00000000E+00  0.13290000E+05  0.18794898E+05
  0.18548200E+02  0.81944942E+05  0.81944942E+05  0.81944942E+05  0.00000000E+00  0.13293225E+05  0.18799459E+05
  0.18552700E+02  0.81964823E+05  0.81964823E+05  0.81964823E+05  0.00000000E+00  0.13296450E+05  0.18804020E+05
  0.18557100E+02  0.80898329E+05  0.80898329E+05  0.80898329E+05  0.00000000E+00  0.13299603E+05  0.18808480E+05
  0.18561600E+02  0.80917947E+05  0.80917947E+05  0.80917947E+05  0.00000000E+00  0.13302829E+05  0.18813041E+05
  0.18566000E+02  0.79835892E+05  0.79835892E+05  0.79835892E+05  0.00000000E+00  0.13305982E+05  0.18817500E+05
  0.18570500E+02  0.79855242E+05  0.79855242E+05  0.79855242E+05  0.00000000E+00  0.13309207E+05  0.18822061E+05
  0.18574900E+02  0.79874163E+05  0.79874163E+05  0.79874163E+05  0.00000000E+00  0.13312360E+05  0.18826521E+05
  0.18579400E+02  0.78776066E+05  0.78776066E+05  0.78776066E+05  0.00000000E+00  0.13315586E+05  0.18831082E+05
  0.18583800E+02  0.78794722E+05  0.78794722E+05  0.78794722E+05  0.00000000E+00  0.13318739E+05  0.18835541E+05
  0.18588300E+02  0.77679731E+05  0.77679731E+05  0.77679731E+05  0.00000000E+00  0.13321964E+05  0.18840102E+05
  0.18592700E+02  0.77698119E+05  0.77698119E+05  0.77698119E+05  0.00000000E+00  0.13325117E+05  0.18844562E+05
  0.18597200E+02  0.77716924E+05  0.77716924E+05  0.77716924E+05  0.00000000E+00  0.13328343E+05  0.18849123E+05
  0.18601700E+02  0.76584025E+05  0.76584025E+05  0.76584025E+05  0.00000000E+00  0.13331568E+05  0.18853684E+05
  0.18606100E+02  0.76602140E+05  0.76602140E+05  0.76602140E+05  0.00000000E+00  0.13334721E+05  0.18858143E+05
  0.18610600E+02  0.76620667E+05  0.76620667E+05  0.76620667E+05  0.00000000E+00  0.13337946E+05  0.18862704E+05
  0.18615000E+02  0.75468656E+05  0.75468656E+05  0.75468656E+05  0.00000000E+00  0.13341100E+05  0.18867164E+05
  0.18619500E+02  0.75486899E+05  0.75486899E+05  0.75486899E+05  0.00000000E+00  0.13344325E+05  0.18871725E+05
  0.18623900E+02  0.75504738E+05  0.75504738E+05  0.75504738E+05  0.00000000E+00  0.13347478E+05  0.18876184E+05
  0.18628400E+02  0.74333569E+05  0.74333569E+05  0.74333569E+05  0.00000000E+00  0.13350703E+05  0.18880745E+05
  0.18632800E+02  0.74351126E+05  0.74351126E+05  0.74351126E+05  0.00000000E+00  0.13353857E+05  0.18885205E+05
  0.18637300E+02  0.74369083E+05  0.74369083E+05  0.74369083E+05  0.00000000E+00  0.13357082E+05  0.18889766E+05
  0.18641700E+02  0.74386640E+05  0.74386640E+05  0.73177021E+05  0.00000000E+00  0.13360235E+05  0.18894226E+05
  0.18646200E+02  0.73194685E+05  0.73194685E+05  0.73194685E+05  0.00000000E+00  0.13363460E+05  0.18898787E+05
  0.18650700E+02  0.73212350E+05  0.73212350E+05  0.73212350E+05  0.00000000E+00  0.13366685E+05  0.18903347E+05
  0.18655100E+02  0.73229622E+05  0.73229622E+05  0.73229622E+05  0.00000000E+00  0.13369839E+05  0.18907807E+05
  0.18659600E+02  0.72016152E+05  0.72016152E+05  0.72016152E+05  0.00000000E+00  0.13373064E+05  0.18912368E+05
  0.18664000E+02  0.72033134E+05  0.72033134E+05  0.72033134E+05  0.00000000E+00  0.13376217E+05  0.18916828E+05
  0.18668500E+02  0.72050501E+05  0.72050501E+05  0.72050501E+05  0.00000000E+00  0.13379442E+05  0.18921389E+05
  0.18672900E+02  0.72067483E+05  0.72067483E+05  0.72067483E+05  0.00000000E+00  0.13382596E+05  0.18925848E+05
  0.18677400E+02  0.70831105E+05  0.70831105E+05  0.70831105E+05  0.00000000E+00  0.13385821E+05  0.18930409E+05
  0.18681800E+02  0.70847792E+05  0.70847792E+05  0.70847792E+05  0.00000000E+00  0.13388974E+05  0.18934869E+05
  0.18686300E+02  0.70864857E+05  0.70864857E+05  0.70864857E+05  0.00000000E+00  0.13392199E+05  0.18939430E+05
  0.18690700E+02  0.70881543E+05  0.70881543E+05  0.70881543E+05  0.00000000E+00  0.13395353E+05  0.18943889E+05
  0.18695200E+02  0.70898609E+05  0.70898609E+05  0.70898609E+05  0.00000000E+00  0.13398578E+05  0.18948450E+05
  0.18699700E+02  0.69637810E+05  0.69637810E+05  0.69637810E+05  0.00000000E+00  0.13401803E+05  0.18953011E+05
  0.18704100E+02  0.69654196E+05  0.69654196E+05  0.69654196E+05  0.00000000E+00  0.13404956E+05  0.18957471E+05
  0.18708600E+02  0.69670954E+05  0.69670954E+05  0.69670954E+05  0.00000000E+00  0.13408181E+05  0.18962032E+05
  0.18713000E+02  0.69687339E+05  0.69687339E+05  0.69687339E+05  0.00000000E+00  0.13411335E+05  0.18966491E+05
  0.18717500E+02  0.69704097E+05  0.69704097E+05  0.69704097E+05  0.00000000E+00  0.13414560E+05  0.18971052E+05
  0.18721900E+02  0.68417181E+05  0.68417181E+05  0.68417181E+05  0.00000000E+00  0.13417713E+05  0.18975512E+05
  0.18726400E+02  0.68433626E+05  0.68433626E+05  0.68433626E+05  0.00000000E+00  0.13420938E+05  0.18980073E+05
  0.18730800E+02  0.68449706E+05  0.68449706E+05  0.68449706E+05  0.00000000E+00  0.13424092E+05  0.18984533E+05
  0.18735300E+02  0.68466150E+05  0.68466150E+05  0.68466150E+05  0.00000000E+00  0.13427317E+05  0.18989094E+05
  0.18739700E+02  0.68482230E+05  0.68482230E+05  0.68482230E+05  0.00000000E+00  0.13430470E+05  0.18993553E+05
  0.18744200E+02  0.67168476E+05  0.67168476E+05  0.67168476E+05  0.00000000E+00  0.13433695E+05  0.18998114E+05
  0.18748700E+02  0.67184602E+05  0.67184602E+05  0.67184602E+05  0.00000000E+00  0.13436920E+05  0.19002675E+05
  0.18753100E+02  0.67200369E+05  0.67200369E+05  0.67200369E+05  0.00000000E+00  0.13440074E+05  0.19007135E+05
  0.18757600E+02  0.67216494E+05  0.67216494E+05  0.67216494E+05  0.00000000E+00  0.13443299E+05  0.19011696E+05
  0.18762000E+02  0.67232261E+05  0.67232261E+05  0.67232261E+05  0.00000000E+00  0.13446452E+05  0.19016155E+05
  0.18766500E+02  0.67248387E+05  0.67248387E+05  0.67248387E+05  0.00000000E+00  0.13449677E+05  0.19020716E+05
  0.18770900E+02  0.65905142E+05  0.65905142E+05  0.65905142E+05  0.00000000E+00  0.13452831E+05  0.19025176E+05
  0.18775400E+02  0.65920942E+05  0.65920942E+05  0.65920942E+05  0.00000000E+00  0.13456056E+05  0.19029737E+05
  0.18779800E+02  0.65936390E+05  0.65936390E+05  0.65936390E+05  0.00000000E+00  0.13459209E+05  0.19034196E+05
  0.18784300E+02  0.65952190E+05  0.65952190E+05  0.65952190E+05  0.00000000E+00  0.13462434E+05  0.19038757E+05
  0.18788700E+02  0.65967638E+05  0.65967638E+05  0.65967638E+05  0.00000000E+00  0.13465588E+05  0.19043217E+05
  0.18793200E+02  0.65983438E+05  0.65983438E+05  0.65983438E+05  0.00000000E+00  0.13468813E+05  0.19047778E+05
  0.18797700E+02  0.65999238E+05  0.65999238E+05  0.65999238E+05  0.00000000E+00  0.13472038E+05  0.19052339E+05
  0.18802100E+02  0.64624748E+05  0.64624748E+05  0.64624748E+05  0.00000000E+00  0.13475191E+05  0.19056798E+05
  0.18806600E+02  0.64640215E+05  0.64640215E+05  0.64640215E+05  0.00000000E+00  0.13478416E+05  0.19061359E+05
  0.18811000E+02  0.64655338E+05  0.64655338E+05  0.64655338E+05  0.00000000E+00  0.13481570E+05  0.19065819E+05
  0.18815500E+02  0.64670805E+05  0.64670805E+05  0.64670805E+05  0.00000000E+00  0.13484795E+05  0.19070380E+05
  0.18819900E+02  0.64685928E+05  0.64685928E+05  0.64685928E+05  0.00000000E+00  0.13487948E+05  0.19074840E+05
  0.18824400E+02  0.64701395E+05  0.64701395E+05  0.64701395E+05  0.00000000E+00  0.13491173E+05  0.19079400E+05
  0.18828800E+02  0.64716518E+05  0.64716518E+05  0.64716518E+05  0.00000000E+00  0.13494327E+05  0.19083860E+05
  0.18833300E+02  0.63309130E+05  0.63309130E+05  0.63309130E+05  0.00000000E+00  0.13497552E+05  0.19088421E+05
  0.18837700E+02  0.63323921E+05  0.63323921E+05  0.63323921E+05  0.00000000E+00  0.13500705E+05  0.19092881E+05
  0.18842200E+02  0.63339048E+05  0.63339048E+05  0.63339048E+05  0.00000000E+00  0.13503930E+05  0.19097442E+05
  0.18846700E+02  0.63354175E+05  0.63354175E+05  0.63354175E+05  0.00000000E+00  0.13507156E+05  0.19102003E+05
  0.18851100E+02  0.63368966E+05  0.63368966E+05  0.63368966E+05  0.00000000E+00  0.13510309E+05  0.19106462E+05
  0.18855600E+02  0.63384093E+05  0.63384093E+05  0.63384093E+05  0.00000000E+00  0.13513534E+05  0.19111023E+05
  0.18860000E+02  0.63398884E+05  0.63398884E+05  0.63398884E+05  0.00000000E+00  0.13516687E+05  0.19115483E+05
  0.18864500E+02  0.63414011E+05  0.63414011E+05  0.63414011E+05  0.00000000E+00  0.13519913E+05  0.19120044E+05
  0.18868900E+02  0.61970473E+05  0.61970473E+05  0.61970473E+05  0.00000000E+00  0.13523066E+05  0.19124503E+05
  0.18873400E+02  0.61985253E+05  0.61985253E+05  0.61985253E+05  0.00000000E+00  0.13526291E+05  0.19129064E+05
  0.18877800E+02  0.61999703E+05  0.61999703E+05  0.61999703E+05  0.00000000E+00  0.13529444E+05  0.19133524E+05
  0.18882300E+02  0.62014483E+05  0.62014483E+05  0.62014483E+05  0.00000000E+00  0.13532670E+05  0.19138085E+05
  0.18886700E+02  0.62028933E+05  0.62028933E+05  0.62028933E+05  0.00000000E+00  0.13535823E+05  0.19142544E+05
  0.18891200E+02  0.62043713E+05  0.62043713E+05  0.62043713E+05  0.00000000E+00  0.13539048E+05  0.19147105E+05
  0.18895600E+02  0.62058163E+05  0.62058163E+05  0.62058163E+05  0.00000000E+00  0.13542201E+05  0.19151565E+05
  0.18900100E+02  0.62072942E+05  0.62072942E+05  0.62072942E+05  0.00000000E+00  0.13545427E+05  0.19156126E+05
  0.18904600E+02  0.62087722E+05  0.62087722E+05  0.62087722E+05  0.00000000E+00  0.13548652E+05  0.19160687E+05
  0.18909000E+02  0.62102172E+05  0.62102172E+05  0.60605515E+05  0.00000000E+00  0.13551805E+05  0.19165146E+05
  0.18913500E+02  0.60619938E+05  0.60619938E+05  0.60619938E+05  0.00000000E+00  0.13555030E+05  0.19169707E+05
  0.18917900E+02  0.60634040E+05  0.60634040E+05  0.60634040E+05  0.00000000E+00  0.13558184E+05  0.19174167E+05
  0.18922400E+02  0.60648463E+05  0.60648463E+05  0.60648463E+05  0.00000000E+00  0.13561409E+05  0.19178728E+05
  0.18926800E+02  0.60662566E+05  0.60662566E+05  0.60662566E+05  0.00000000E+00  0.13564562E+05  0.19183188E+05
  0.18931300E+02  0.60676989E+05  0.60676989E+05  0.60676989E+05  0.00000000E+00  0.13567787E+05  0.19187749E+05
  0.18935700E+02  0.60691091E+05  0.60691091E+05  0.60691091E+05  0.00000000E+00  0.13570941E+05  0.19192208E+05
  0.18940200E+02  0.60705514E+05  0.60705514E+05  0.60705514E+05  0.00000000E+00  0.13574166E+05  0.19196769E+05
  0.18944600E+02  0.60719617E+05  0.60719617E+05  0.60719617E+05  0.00000000E+00  0.13577319E+05  0.19201229E+05
  0.18949100E+02  0.60734040E+05  0.60734040E+05  0.60734040E+05  0.00000000E+00  0.13580544E+05  0.19205790E+05
